,trade_date,ts_code,name_x,industry_x,area,pe,float_share,total_share,total_assets,liquid_assets,fixed_assets,reserved,reserved_pershare,eps,bvps,pb,list_date_x,undp,per_undp,rev_yoy,profit_yoy,gpr,npr,holder_num,open,high,low,close,pre_close,change,pct_chg,vol,amount,symbol,name_y,industry_y,list_date_y
900,20250514,002408.SZ,齐翔腾达,化工原料,山东,615.87,27.21,28.43,254.82,70.99,106.9,28.61,1.01,0.002,4.09,1.14,20100518,51.2,1.8,2.53,-83.18,5.25,0.17,59762,4.59,4.71,4.58,4.68,4.61,0.07,1.5184,222467.9,103866.296,002408,齐翔腾达,化工原料,20100518
901,20250514,002409.SZ,雅克科技,半导体,江苏,25.86,3.19,4.76,159.23,68.09,40.23,40.85,8.58,0.55,15.6,3.63,20100525,30.57,6.42,30.88,5.85,28.5,12.65,51276,56.15,57.87,56.11,56.57,56.15,0.42,0.748,72909.46,414257.203,002409,雅克科技,半导体,20100525
902,20250514,002410.SZ,广联达,软件服务,北京,203.89,15.88,16.52,95.41,42.27,14.97,18.94,1.15,0.02,3.63,4.06,20100525,22.43,1.36,-5.24,390.89,89.31,3.34,80350,14.6,14.85,14.53,14.73,14.66,0.07,0.4775,212419.0,311675.2,002410,广联达,软件服务,20100525
903,20250514,002412.SZ,汉森制药,中成药,湖南,64.26,4.98,5.03,25.46,11.99,4.6,2.34,0.47,0.02,4.36,1.32,20100525,12.56,2.5,6.0,-80.68,76.59,4.18,25406,5.77,5.83,5.7,5.75,5.79,-0.04,-0.6908,81623.18,46857.038,002412,汉森制药,中成药,20100525
904,20250514,002413.SZ,雷科防务,通信设备,北京,0.0,12.39,13.17,47.74,27.97,4.58,28.57,2.17,-0.03,2.58,1.99,20100528,-9.8,-0.74,-10.31,-17.54,32.81,-16.44,114040,5.21,5.4,5.11,5.13,5.27,-0.14,-2.6565,1540178.86,807621.69,002413,雷科防务,通信设备,20100528
905,20250514,002414.SZ,高德红外,电器仪表,湖北,109.14,33.99,42.71,96.83,47.76,23.75,8.73,0.2,0.02,1.5,5.69,20100716,9.06,0.21,45.47,896.56,52.16,12.27,108913,8.64,8.67,8.5,8.54,8.64,-0.1,-1.1574,376872.13,322510.356,002414,高德红外,电器仪表,20100716
906,20250514,002415.SZ,海康威视,IT设备,浙江,32.85,91.06,92.33,1257.36,958.95,149.68,62.13,0.67,0.22,8.87,3.27,20100528,629.99,6.82,4.01,6.41,44.92,12.04,340254,28.83,29.08,28.7,29.01,28.82,0.19,0.6593,318259.35,919245.156,002415,海康威视,IT设备,20100528
907,20250514,002416.SZ,爱施德,电器连锁,深圳,29.43,12.24,12.39,120.6,101.7,0.31,16.24,1.31,0.1,5.04,2.38,20100528,27.77,2.24,-41.21,-24.89,5.13,1.12,83282,11.91,12.04,11.82,11.98,11.91,0.07,0.5877,125562.21,149739.337,002416,爱施德,电器连锁,20100528
908,20250514,002418.SZ,康盛股份,家用电器,浙江,77.23,11.36,11.36,30.26,18.73,4.69,4.92,0.43,0.01,1.26,2.7,20100601,-2.53,-0.22,28.91,434.1,8.77,1.5,82594,3.38,3.47,3.37,3.41,3.38,0.03,0.8876,616292.0,210925.852,002418,康盛股份,家用电器,20100601
909,20250514,002419.SZ,天虹股份,百货,深圳,11.46,11.69,11.69,271.16,35.5,53.81,11.36,0.97,0.13,3.63,1.63,20100601,13.64,1.17,-2.18,1.22,36.25,4.63,38885,5.99,6.15,5.86,5.92,6.0,-0.08,-1.3333,1282919.74,769302.766,002419,天虹股份,百货,20100601
910,20250514,002420.SZ,毅昌科技,家用电器,广东,28.38,3.95,4.12,24.59,15.51,4.03,8.31,2.02,0.05,1.41,4.28,20100601,-6.52,-1.58,25.47,-59.42,13.24,3.74,42381,6.04,6.09,6.02,6.04,6.06,-0.02,-0.33,62101.01,37564.671,002420,毅昌科技,家用电器,20100601
911,20250514,002421.SZ,达实智能,软件服务,深圳,0.0,20.07,21.21,92.7,51.04,8.21,6.52,0.31,-0.02,1.58,2.27,20100603,4.22,0.2,-25.84,-1181.49,26.83,-9.36,124829,3.46,3.69,3.46,3.59,3.35,0.24,7.1642,2477062.86,900217.587,002421,达实智能,软件服务,20100603
912,20250514,002422.SZ,科伦药业,化学制药,四川,23.17,13.06,15.98,378.26,184.89,110.29,77.13,4.83,0.37,14.45,2.35,20100603,121.87,7.63,-29.42,-43.07,48.67,15.03,33389,33.55,34.45,33.25,33.89,33.86,0.03,0.0886,116093.38,393587.228,002422,科伦药业,化学制药,20100603
913,20250514,002423.SZ,中粮资本,多元金融,河南,18.14,23.04,23.04,1566.75,550.93,11.99,94.83,4.12,0.17,9.41,1.31,20100603,77.22,3.35,-77.85,-58.32,52.97,885.78,144000,12.03,12.51,11.97,12.33,12.04,0.29,2.4086,498291.0,611039.162,002423,中粮资本,多元金融,20100603
914,20250514,002424.SZ,ST百灵,中成药,贵州,57.25,12.13,13.98,70.56,35.85,9.77,0.87,0.06,0.02,2.29,1.73,20100603,15.71,1.12,-42.93,-53.25,51.05,3.2,77269,3.96,3.97,3.92,3.96,3.96,0.0,0.0,172715.79,68051.339,002424,ST百灵,中成药,20100603
915,20250514,002425.SZ,ST凯文,互联网,广东,156.98,9.56,9.57,34.6,6.79,0.04,28.17,2.94,0.004,3.13,0.77,20100608,-8.99,-0.94,19.75,-39.31,15.7,1.28,54391,2.38,2.45,2.38,2.4,2.39,0.01,0.4184,208591.2,50167.63,002425,ST凯文,互联网,20100608
916,20250514,002426.SZ,胜利精密,元器件,江苏,0.0,34.03,34.03,65.09,26.76,18.29,37.41,1.1,-0.01,0.72,4.04,20100608,-46.7,-1.37,2.52,-153.66,16.88,-2.72,255558,2.88,2.95,2.86,2.91,2.9,0.01,0.3448,1224928.1,356460.616,002426,胜利精密,元器件,20100608
917,20250514,002427.SZ,尤夫股份,化纤,浙江,364.83,9.85,9.85,25.73,14.6,6.85,18.88,1.92,0.01,0.95,8.24,20100608,-20.37,-2.07,7.44,120.0,9.42,0.92,57748,7.4,7.81,7.3,7.81,7.1,0.71,10.0,1013712.68,781051.141,002427,尤夫股份,化纤,20100608
918,20250514,002428.SZ,云南锗业,小金属,云南,310.58,6.53,6.53,35.03,19.16,9.38,3.32,0.51,0.02,2.25,8.63,20100608,3.92,0.6,83.78,188.72,25.22,4.35,103540,19.34,19.64,19.18,19.4,19.33,0.07,0.3621,158731.01,308012.55,002428,云南锗业,小金属,20100608
919,20250514,002429.SZ,兆驰股份,家用电器,深圳,15.39,45.24,45.27,292.65,190.49,73.55,9.19,0.2,0.07,3.58,1.27,20100610,101.33,2.24,-9.33,-19.3,18.34,9.61,100108,4.53,4.58,4.5,4.55,4.54,0.01,0.2203,383509.5,173812.044,002429,兆驰股份,家用电器,20100610
920,20250514,002430.SZ,杭氧股份,化工机械,浙江,22.16,9.7,9.84,245.64,107.52,82.16,24.28,2.47,0.23,9.55,2.13,20100610,52.33,5.32,7.85,10.82,21.45,7.0,34540,20.39,20.42,20.18,20.37,20.41,-0.04,-0.196,66235.76,134556.569,002430,杭氧股份,化工机械,20100610
921,20250514,002431.SZ,棕榈股份,建筑工程,河南,0.0,18.13,18.13,182.34,117.24,2.05,31.0,1.71,-0.09,0.83,2.41,20100610,-35.85,-1.98,-20.46,-57.4,5.53,-21.97,64807,1.98,2.0,1.96,1.99,1.98,0.01,0.5051,207990.49,41237.737,002431,棕榈股份,建筑工程,20100610
922,20250514,002432.SZ,九安医疗,医疗保健,天津,17.23,4.46,4.73,266.66,142.76,3.32,15.12,3.2,0.6,45.28,0.86,20100610,184.18,38.93,-33.49,7.62,70.46,54.8,71600,38.4,38.87,38.27,38.78,38.5,0.28,0.7273,49557.62,191365.136,002432,九安医疗,医疗保健,20100610
923,20250514,002434.SZ,万里扬,汽车配件,浙江,24.24,13.11,13.13,109.59,45.75,34.67,28.41,2.16,0.08,4.45,1.79,20100618,13.86,1.06,8.74,19.15,17.8,8.47,42954,7.9,8.01,7.85,7.96,7.93,0.03,0.3783,257459.0,204191.541,002434,万里扬,汽车配件,20100618
924,20250514,002436.SZ,兴森科技,元器件,深圳,573.27,15.0,16.9,145.69,51.08,62.31,6.49,0.38,0.01,2.95,4.3,20100618,22.34,1.32,13.77,-62.24,17.2,-2.33,115000,12.91,12.99,12.54,12.72,12.61,0.11,0.8723,673685.28,858305.315,002436,兴森科技,元器件,20100618
925,20250514,002437.SZ,誉衡药业,化学制药,黑龙江,22.83,21.01,22.46,28.79,9.47,10.12,4.13,0.18,0.03,0.86,2.85,20100623,-6.2,-0.28,-7.06,15.24,48.91,11.23,89300,2.44,2.46,2.42,2.45,2.45,0.0,0.0,393968.0,96134.639,002437,誉衡药业,化学制药,20100623
926,20250514,002438.SZ,江苏神通,机械基件,江苏,15.71,4.69,5.08,60.77,34.17,17.69,12.13,2.39,0.18,7.13,1.55,20100623,17.12,3.37,1.21,6.94,33.27,15.41,26767,11.08,11.11,10.98,11.08,11.04,0.04,0.3623,62983.0,69547.272,002438,江苏神通,机械基件,20100623
927,20250514,002439.SZ,启明星辰,软件服务,北京,3020.94,7.25,12.18,135.82,77.06,6.04,56.86,4.67,0.001,9.37,1.69,20100623,45.11,3.7,-30.54,101.41,58.79,0.01,90320,15.75,15.9,15.62,15.84,15.79,0.05,0.3167,160403.17,252790.976,002439,启明星辰,软件服务,20100623
928,20250514,002440.SZ,闰土股份,染料涂料,浙江,44.8,9.46,11.24,113.73,60.62,26.85,10.35,0.92,0.04,8.37,0.91,20100706,67.23,5.98,2.2,3542.88,18.1,3.86,33870,7.52,7.74,7.47,7.62,7.6,0.02,0.2632,381977.61,290904.903,002440,闰土股份,染料涂料,20100706
929,20250514,002441.SZ,众业达,电气设备,广东,11.95,3.99,5.45,71.35,60.19,7.55,18.97,3.48,0.18,8.56,1.02,20100706,18.99,3.49,5.24,-27.11,12.82,4.11,36784,8.8,8.8,8.64,8.72,8.8,-0.08,-0.9091,58910.0,51298.279,002441,众业达,电气设备,20100706
930,20250514,002442.SZ,龙星科技,化工原料,河北,27.56,4.88,5.03,46.34,28.45,14.36,4.94,0.98,0.06,3.69,1.7,20100706,7.78,1.54,6.04,5.1,9.39,2.69,29989,6.31,6.35,6.22,6.26,6.31,-0.05,-0.7924,67159.16,42093.787,002442,龙星科技,化工原料,20100706
931,20250514,002443.SZ,金洲管道,钢加工,浙江,30.23,5.19,5.21,45.47,35.68,7.64,7.74,1.49,0.05,6.74,0.9,20100706,20.16,3.87,-15.34,-46.57,11.1,3.65,34840,6.12,6.13,6.06,6.1,6.12,-0.02,-0.3268,69597.0,42383.287,002443,金洲管道,钢加工,20100706
932,20250514,002444.SZ,巨星科技,轻工机械,浙江,16.37,11.43,11.94,221.39,121.29,18.97,37.75,3.16,0.39,14.16,1.78,20100713,107.67,9.01,10.59,11.44,30.31,13.19,44150,25.3,25.55,24.84,25.26,25.52,-0.26,-1.0188,253929.57,637278.241,002444,巨星科技,轻工机械,20100713
933,20250514,002445.SZ,中南文化,钢加工,江苏,28.32,23.81,23.92,28.73,21.03,3.33,22.37,0.94,0.02,0.93,2.47,20100713,-24.09,-1.01,39.32,347.8,14.44,19.49,38115,2.29,2.32,2.27,2.3,2.29,0.01,0.4367,268451.7,61659.185,002445,中南文化,钢加工,20100713
934,20250514,002446.SZ,盛路通信,通信设备,广东,61.59,8.48,9.15,37.09,25.39,4.14,21.83,2.38,0.03,2.72,2.48,20100713,-6.82,-0.75,-0.05,-27.05,27.68,8.8,80056,6.69,6.85,6.66,6.75,6.72,0.03,0.4464,340118.1,229540.546,002446,盛路通信,通信设备,20100713
935,20250514,002448.SZ,中原内配,汽车配件,河南,10.63,4.87,5.88,59.5,27.54,16.28,5.67,0.96,0.19,6.1,1.31,20100716,21.51,3.66,13.77,24.85,27.79,13.0,65085,8.09,8.12,7.97,8.02,8.08,-0.06,-0.7426,172085.0,138027.266,002448,中原内配,汽车配件,20100716
936,20250514,002449.SZ,国星光电,半导体,广东,81.96,6.18,6.18,60.84,37.35,18.82,14.52,2.35,0.03,6.21,1.42,20100716,14.37,2.32,-18.48,-40.25,12.09,2.18,73953,8.83,8.91,8.77,8.85,8.86,-0.01,-0.1129,112023.3,98980.287,002449,国星光电,半导体,20100716
937,20250514,002451.SZ,摩恩电气,电气设备,上海,227.02,4.39,4.39,19.16,12.36,2.87,0.68,0.16,0.01,1.75,3.76,20100720,2.31,0.53,55.29,-24.73,6.78,1.46,31950,6.63,6.65,6.54,6.6,6.63,-0.03,-0.4525,56590.0,37290.76,002451,摩恩电气,电气设备,20100720
938,20250514,002452.SZ,长高电新,电气设备,湖南,33.2,5.16,6.2,35.82,25.94,4.78,6.21,1.0,0.05,3.95,1.81,20100720,11.81,1.9,33.57,12.54,36.71,9.9,37236,7.17,7.18,7.1,7.16,7.16,0.0,0.0,82585.0,58997.472,002452,长高电新,电气设备,20100720
939,20250514,002453.SZ,华软科技,化工原料,北京,0.0,6.13,8.12,16.6,10.2,2.36,13.88,1.71,-0.03,1.25,4.49,20100720,-12.24,-1.51,-18.62,7.6,3.88,-22.62,40436,5.6,5.76,5.58,5.64,5.61,0.03,0.5348,192292.32,108878.893,002453,华软科技,化工原料,20100720
940,20250514,002454.SZ,松芝股份,汽车配件,上海,12.37,6.27,6.29,80.45,59.24,13.62,7.4,1.18,0.15,6.38,1.15,20100720,23.49,3.74,13.09,54.27,18.44,8.55,30667,7.45,7.48,7.3,7.34,7.44,-0.1,-1.3441,73449.02,54008.806,002454,松芝股份,汽车配件,20100720
941,20250514,002455.SZ,百川股份,化工原料,江苏,26.71,5.19,5.94,123.7,30.16,74.03,8.23,1.38,0.07,3.04,2.49,20100803,3.0,0.51,23.07,17.88,9.47,0.1,86645,7.48,7.66,7.46,7.59,7.51,0.08,1.0652,157701.55,119719.836,002455,百川股份,化工原料,20100803
942,20250514,002456.SZ,欧菲光,元器件,深圳,0.0,32.51,33.12,208.74,134.46,39.56,68.82,2.08,-0.02,1.1,10.86,20100803,-67.7,-2.04,5.07,-470.51,10.36,-1.24,632687,11.98,12.05,11.86,11.96,11.98,-0.02,-0.1669,613051.0,733024.326,002456,欧菲光,元器件,20100803
943,20250514,002457.SZ,青龙管业,塑料,宁夏,0.0,3.33,3.33,44.52,31.44,6.78,8.38,2.51,-0.02,7.38,1.57,20100803,11.29,3.38,-21.51,-374.96,26.44,-0.31,52119,11.6,11.63,11.45,11.58,11.65,-0.07,-0.6009,90234.14,104044.721,002457,青龙管业,塑料,20100803
944,20250514,002458.SZ,益生股份,农业综合,山东,0.0,7.49,11.06,72.87,19.96,40.65,15.4,1.39,-0.01,4.0,2.09,20100810,15.6,1.41,-9.39,-112.04,10.65,-1.99,46605,8.38,8.39,8.27,8.35,8.36,-0.01,-0.1196,118250.1,98310.485,002458,益生股份,农业综合,20100810
945,20250514,002459.SZ,晶澳科技,电气设备,河北,0.0,33.05,33.1,1134.94,578.82,407.1,129.56,3.91,-0.5,7.76,1.29,20100810,89.34,2.7,-33.18,-239.35,-6.71,-15.52,172457,10.06,10.15,9.82,9.99,10.17,-0.18,-1.7699,815664.4,812652.414,002459,晶澳科技,电气设备,20100810
946,20250514,002460.SZ,赣锋锂业,小金属,江西,0.0,12.09,20.17,1045.29,255.29,183.94,103.76,5.14,-0.18,20.52,1.57,20100810,248.51,12.32,-25.43,18.93,12.95,-13.18,289775,31.7,32.29,31.57,32.15,31.73,0.42,1.3237,210685.42,674187.863,002460,赣锋锂业,小金属,20100810
947,20250514,002461.SZ,珠江啤酒,啤酒,广东,37.74,22.13,22.13,152.62,83.12,31.56,45.05,2.04,0.07,4.82,2.22,20100818,36.13,1.63,10.69,29.83,45.0,13.16,25701,10.67,10.78,10.62,10.71,10.74,-0.03,-0.2793,115100.99,123285.801,002461,珠江啤酒,啤酒,20100818
948,20250514,002462.SZ,嘉事堂,医药商业,北京,20.76,2.91,2.92,135.18,125.06,2.39,12.92,4.43,0.16,14.99,0.88,20100818,25.62,8.78,-37.15,-38.9,6.78,1.61,23619,13.22,13.27,12.93,13.14,13.18,-0.04,-0.3035,86942.0,113473.314,002462,嘉事堂,医药商业,20100818
949,20250514,002463.SZ,沪电股份,元器件,江苏,19.95,19.22,19.23,230.23,120.16,42.35,8.8,0.46,0.4,6.58,4.81,20100818,84.47,4.39,56.25,48.11,32.75,18.82,214177,31.2,32.45,31.19,31.64,30.78,0.86,2.794,892809.05,2854712.302,002463,沪电股份,元器件,20100818
950,20250514,002465.SZ,海格通信,通信设备,广东,147.53,24.32,24.82,200.17,132.01,14.88,56.46,2.27,0.02,5.1,2.13,20100831,29.03,1.17,-9.15,7.25,27.37,4.42,102351,10.94,11.03,10.76,10.84,10.94,-0.1,-0.9141,441065.66,478507.563,002465,海格通信,通信设备,20100831
951,20250514,002466.SZ,天齐锂业,小金属,四川,118.95,14.76,16.41,719.32,150.0,124.05,237.35,14.46,0.06,25.47,1.19,20100831,154.36,9.4,-0.02,102.68,44.31,30.28,287909,29.71,30.35,29.62,30.23,29.81,0.42,1.4089,256259.92,770623.726,002466,天齐锂业,小金属,20100831
952,20250514,002467.SZ,二六三,互联网,北京,116.69,13.64,13.75,23.96,10.46,0.72,3.8,0.28,0.01,1.39,3.93,20100908,1.53,0.11,-27.01,-41.17,45.01,10.02,165432,5.39,5.52,5.39,5.46,5.43,0.03,0.5525,377469.21,205913.711,002467,二六三,互联网,20100908
953,20250514,002468.SZ,申通快递,仓储物流,浙江,17.38,14.92,15.31,262.59,75.72,102.21,30.64,2.0,0.16,6.43,1.67,20100908,60.66,3.96,18.43,24.04,5.67,1.96,38208,10.52,10.74,10.4,10.72,10.52,0.2,1.9011,180696.0,191525.384,002468,申通快递,仓储物流,20100908
954,20250514,002469.SZ,三维化学,化工原料,山东,28.74,6.29,6.49,35.55,21.62,4.29,6.46,1.0,0.08,4.28,2.13,20100908,13.15,2.03,5.54,-10.5,20.64,9.2,51699,8.86,9.17,8.74,9.13,8.86,0.27,3.0474,865569.49,782094.225,002469,三维化学,化工原料,20100908
955,20250514,002470.SZ,金正大,农药化肥,山东,160.51,32.86,32.86,115.63,51.49,37.39,18.29,0.56,0.003,0.63,2.73,20100908,-33.32,-1.01,19.67,-67.26,11.93,0.42,72247,1.7,1.72,1.69,1.72,1.7,0.02,1.1765,456653.04,77893.476,002470,金正大,农药化肥,20100908
956,20250514,002471.SZ,中超控股,电气设备,江苏,0.0,13.05,13.69,56.43,43.01,4.47,1.68,0.12,-0.02,1.26,3.12,20100910,2.12,0.15,0.81,23.08,10.46,-2.02,79721,4.06,4.2,3.86,3.94,4.2,-0.26,-6.1905,4052472.22,1627085.351,002471,中超控股,电气设备,20100910
957,20250514,002472.SZ,双环传动,汽车配件,浙江,26.94,7.53,8.48,169.65,77.04,61.42,44.56,5.26,0.33,10.73,3.27,20100910,37.53,4.43,-0.47,24.7,26.82,14.03,60787,34.8,35.47,34.61,35.09,34.7,0.39,1.1239,137262.2,480931.653,002472,双环传动,汽车配件,20100910
958,20250514,002474.SZ,榕基软件,软件服务,福建,0.0,5.31,6.22,24.92,12.71,1.87,3.64,0.59,-0.02,2.23,2.99,20100915,2.55,0.41,28.52,48.94,23.54,-9.53,95127,6.68,6.75,6.62,6.68,6.68,0.0,0.0,126664.0,84603.999,002474,榕基软件,软件服务,20100915
959,20250514,002475.SZ,立讯精密,元器件,深圳,19.95,72.34,72.47,2381.03,1481.96,476.11,77.49,1.07,0.42,9.93,3.37,20100915,561.84,7.75,17.9,23.17,11.18,5.47,274349,33.65,33.94,33.03,33.52,33.8,-0.28,-0.8284,1822080.17,6094580.543,002475,立讯精密,元器件,20100915
960,20250514,002476.SZ,宝莫股份,化工原料,山东,50.2,6.12,6.12,10.53,9.01,1.38,1.75,0.29,0.02,1.54,2.87,20100915,0.97,0.16,-5.02,105.94,19.75,10.53,39747,4.41,4.45,4.39,4.41,4.42,-0.01,-0.2262,108162.68,47825.154,002476,宝莫股份,化工原料,20100915
961,20250514,002478.SZ,常宝股份,钢加工,江苏,10.8,7.2,9.01,83.84,54.45,19.87,11.92,1.32,0.12,6.38,0.84,20100921,30.35,3.37,-7.07,-33.0,15.33,9.76,28067,5.33,5.36,5.28,5.33,5.33,0.0,0.0,115396.36,61310.012,002478,常宝股份,钢加工,20100921
962,20250514,002479.SZ,富春环保,新型电力,浙江,11.79,8.63,8.65,86.43,26.9,42.08,15.17,1.75,0.11,4.85,1.08,20100921,14.76,1.71,12.82,403.14,15.29,10.37,37421,5.2,5.22,5.14,5.22,5.2,0.02,0.3846,173081.0,89684.261,002479,富春环保,新型电力,20100921
963,20250514,002480.SZ,新筑股份,运输设备,四川,0.0,7.68,7.69,145.41,58.62,66.8,17.25,2.24,-0.02,1.3,4.29,20100921,-15.38,-2.0,-27.63,75.2,39.84,0.47,29823,5.7,5.75,5.54,5.59,5.71,-0.12,-2.1016,147539.0,82757.308,002480,新筑股份,运输设备,20100921
964,20250514,002481.SZ,双塔食品,食品,山东,179.85,11.0,12.34,46.25,20.93,18.68,1.14,0.09,0.01,2.13,2.45,20100921,10.94,0.89,14.88,-78.54,16.73,1.62,62889,5.22,5.23,5.16,5.21,5.23,-0.02,-0.3824,162470.64,84259.247,002481,双塔食品,食品,20100921
965,20250514,002482.SZ,广田集团,装修装饰,深圳,0.0,37.44,37.51,24.48,10.7,7.42,35.9,0.96,-0.01,0.14,12.96,20100929,-71.67,-1.91,168.6,31.67,6.17,-20.77,48213,1.83,1.87,1.81,1.84,1.83,0.01,0.5464,391398.36,72352.816,002482,广田集团,装修装饰,20100929
966,20250514,002483.SZ,润邦股份,专用机械,江苏,20.12,8.85,8.86,112.32,80.21,19.43,22.31,2.52,0.08,5.04,1.26,20100929,11.99,1.35,-3.15,12.28,20.81,6.4,32653,6.38,6.4,6.31,6.37,6.36,0.01,0.1572,143643.0,91250.071,002483,润邦股份,专用机械,20100929
967,20250514,002484.SZ,江海股份,元器件,江苏,26.86,8.2,8.51,79.55,48.69,21.27,16.95,1.99,0.18,7.08,2.71,20100929,31.02,3.65,10.14,11.04,24.32,13.21,52215,19.35,19.98,19.06,19.2,19.1,0.1,0.5236,201056.59,389725.26,002484,江海股份,元器件,20100929
968,20250514,002485.SZ,ST雪发,商贸代理,山东,0.0,5.44,5.44,17.78,3.7,0.05,10.58,1.94,-0.02,2.25,1.36,20101015,-4.94,-0.91,29.93,-33.17,3.62,-3.97,6283,3.03,3.11,3.03,3.06,3.09,-0.03,-0.9709,37635.63,11558.801,002485,ST雪发,商贸代理,20101015
969,20250514,002486.SZ,嘉麟杰,服饰,上海,51.92,8.27,8.28,12.59,7.1,2.74,0.0,0.0,0.01,1.27,1.89,20101015,2.81,0.34,14.88,245.36,21.58,3.86,54636,2.38,2.43,2.34,2.39,2.39,0.0,0.0,240874.0,57192.273,002486,嘉麟杰,服饰,20101015
970,20250514,002487.SZ,大金重工,电气设备,辽宁,19.63,6.31,6.38,127.46,83.93,22.78,38.06,5.97,0.36,11.76,2.42,20101015,29.62,4.64,146.36,335.91,30.95,20.25,56043,28.2,28.5,28.0,28.43,28.37,0.06,0.2115,100690.9,284540.326,002487,大金重工,电气设备,20101015
971,20250514,002488.SZ,金固股份,汽车配件,浙江,455.68,9.2,9.95,92.67,37.2,19.49,22.95,2.31,0.01,3.49,4.06,20101021,1.42,0.14,8.48,-21.89,12.07,0.86,28644,14.4,14.47,14.05,14.17,14.39,-0.22,-1.5288,121885.75,173644.587,002488,金固股份,汽车配件,20101021
972,20250514,002489.SZ,浙江永强,家居用品,浙江,5.4,19.13,21.69,84.94,58.58,7.05,2.47,0.11,0.17,2.06,1.8,20101021,16.62,0.77,11.9,44.53,21.73,14.72,86930,3.71,3.72,3.64,3.7,3.75,-0.05,-1.3333,613075.01,225439.226,002489,浙江永强,家居用品,20101021
973,20250514,002490.SZ,山东墨龙,化工机械,山东,161.46,5.42,7.98,24.37,19.66,3.12,9.8,1.23,0.01,0.62,7.04,20101021,-14.64,-1.84,50.51,-97.5,9.33,1.84,24735,4.3,4.48,4.23,4.39,4.37,0.02,0.4577,569433.89,246770.816,002490,山东墨龙,化工机械,20101021
974,20250514,002491.SZ,通鼎互联,通信设备,江苏,11.98,11.76,12.3,61.21,41.78,5.23,11.74,0.95,0.11,2.18,2.36,20101021,1.05,0.09,-15.27,582.97,18.83,19.82,74378,5.06,5.18,5.04,5.13,5.06,0.07,1.3834,352527.3,180333.972,002491,通鼎互联,通信设备,20101021
975,20250514,002492.SZ,恒基达鑫,仓储物流,广东,29.99,3.98,4.05,21.96,10.34,6.24,4.2,1.04,0.05,4.21,1.46,20101102,7.85,1.94,-10.0,-15.21,40.39,24.97,18393,5.77,6.2,5.67,6.16,5.84,0.32,5.4795,504172.52,300339.937,002492,恒基达鑫,仓储物流,20101102
976,20250514,002493.SZ,荣盛石化,化纤,浙江,37.82,94.98,101.26,3910.05,886.77,2286.29,108.2,1.07,0.06,4.38,2.01,20101102,289.19,2.86,-7.54,6.53,13.95,1.64,87976,8.75,8.83,8.67,8.79,8.71,0.08,0.9185,220384.9,193169.6,002493,荣盛石化,化纤,20101102
977,20250514,002494.SZ,华斯股份,服饰,河北,350.17,2.87,3.77,16.42,8.11,2.43,11.99,3.18,0.003,3.26,1.43,20101102,-3.85,-1.02,-40.66,-90.22,32.81,1.4,26979,4.66,4.71,4.5,4.67,4.68,-0.01,-0.2137,129757.11,60105.249,002494,华斯股份,服饰,20101102
978,20250514,002495.SZ,佳隆股份,食品,广东,261.92,7.01,9.36,11.7,4.17,5.75,0.55,0.06,0.003,1.2,2.19,20101102,0.93,0.1,-1.76,19.03,27.69,3.89,45715,2.55,2.74,2.52,2.62,2.54,0.08,3.1496,628072.6,164208.459,002495,佳隆股份,食品,20101102
979,20250514,002496.SZ,*ST辉丰,农药化肥,江苏,34.66,11.81,15.08,23.57,3.71,4.09,7.1,0.47,0.01,0.89,1.62,20101109,-10.11,-0.67,29.37,-67.63,13.93,19.64,50086,1.4,1.46,1.37,1.44,1.4,0.04,2.8571,375019.0,53370.585,002496,*ST辉丰,农药化肥,20101109
980,20250514,002497.SZ,雅化集团,小金属,四川,40.01,10.59,11.53,140.7,75.34,27.94,25.58,2.22,0.07,9.19,1.25,20101109,66.25,5.75,-17.03,452.32,18.22,3.79,111000,11.25,11.48,11.18,11.45,11.28,0.17,1.5071,188252.65,214092.974,002497,雅化集团,小金属,20101109
981,20250514,002498.SZ,汉缆股份,电气设备,山东,19.54,33.27,33.27,119.25,87.61,11.57,1.91,0.06,0.04,2.51,1.34,20101109,41.95,1.26,2.51,-28.91,13.55,7.72,102934,3.35,3.38,3.33,3.36,3.36,0.0,0.0,207633.41,69546.909,002498,汉缆股份,电气设备,20101109
982,20250514,002500.SZ,山西证券,证券,山西,21.11,35.9,35.9,736.15,0.0,3.71,97.23,2.71,0.07,5.07,1.16,20101115,21.85,0.61,19.15,57.39,39.26,31.62,117359,5.71,5.94,5.68,5.87,5.71,0.16,2.8021,524667.28,304922.663,002500,山西证券,证券,20101115
983,20250514,002501.SZ,利源股份,铝,吉林,0.0,35.5,35.5,9.24,1.82,5.99,45.77,1.29,-0.01,0.09,23.15,20101117,-81.18,-2.29,-52.02,44.01,3.27,-44.07,113879,2.1,2.14,2.08,2.13,2.1,0.03,1.4286,816873.01,173585.31,002501,利源股份,铝,20101117
984,20250514,002506.SZ,协鑫集成,电气设备,上海,0.0,58.44,58.5,192.2,104.25,46.54,43.53,0.74,-0.03,0.37,6.52,20101118,-80.32,-1.37,7.06,-911.39,3.42,-6.27,215379,2.36,2.4,2.34,2.38,2.43,-0.05,-2.0576,2404544.93,568253.414,002506,协鑫集成,电气设备,20101118
